chrX	63225	63266	chrX	0	182000
chrX	101835	101876	chrX	0	182000
chrX	119649	119690	chrX	0	182000
chrX	30587	30628	chrX	0	182000
chrX	167202	167243	chrX	0	182000
chrX	81004	81045	chrX	0	182000
chrX	116685	116726	chrX	0	182000
chrX	104794	104835	chrX	0	182000
chrX	75075	75116	chrX	0	182000
chrX	140427	140468	chrX	0	182000
chrX	33568	33609	chrX	0	182000
chrX	110729	110770	chrX	0	182000
chrX	95889	95930	chrX	0	182000
chrX	15770	15811	chrX	0	182000
chrX	143404	143445	chrX	0	182000
chrX	78046	78087	chrX	0	182000
chrX	57271	57312	chrX	0	182000
chrX	134487	134528	chrX	0	182000
chrX	48404	48445	chrX	0	182000
chrX	83976	84017	chrX	0	182000
chrX	158286	158327	chrX	0	182000
chrX	98865	98906	chrX	0	182000
chrX	149360	149401	chrX	0	182000
chrX	176120	176161	chrX	0	182000
chrX	39493	39534	chrX	0	182000
chrX	146380	146421	chrX	0	182000
chrX	60257	60298	chrX	0	182000
chrX	24644	24685	chrX	0	182000
chrX	27611	27652	chrX	0	182000
chrX	170174	170215	chrX	0	182000
chrX	155308	155349	chrX	0	182000
chrX	89929	89970	chrX	0	182000
chrX	173148	173189	chrX	0	182000
chrX	137454	137495	chrX	0	182000
chrX	66193	66234	chrX	0	182000
chrX	113703	113744	chrX	0	182000
chrX	54312	54353	chrX	0	182000
chrX	131526	131567	chrX	0	182000
chrX	45449	45490	chrX	0	182000
chrX	107755	107796	chrX	0	182000
chrX	164230	164271	chrX	0	182000
chrX	152336	152377	chrX	0	182000
chrX	69154	69195	chrX	0	182000
chrX	36525	36566	chrX	0	182000
chrX	21672	21713	chrX	0	182000
chrX	42465	42506	chrX	0	182000
chrX	161258	161299	chrX	0	182000
chrX	125593	125634	chrX	0	182000
chrX	122617	122658	chrX	0	182000
chrX	92893	92934	chrX	0	182000
chrX	51353	51394	chrX	0	182000
chrX	18723	18764	chrX	0	182000
chrX	128563	128604	chrX	0	182000
chrX	86949	86990	chrX	0	182000
chrX	72126	72167	chrX	0	182000
