chr1	8.141822736271918
chr10	5.040376531563179
chr11	3.4906928662313423
chr12	2.8375032718944353
chr13	7.10204223829864
chr14	10.608436488511913
chr15	17.75213770663059
chr16	6.9741551650506555
chr17	9.97743046006519
chr18	1.211591816995911
chr19	1.2292274022148564
chr2	6.156771896611251
chr20	2.591860371783205
chr21	7.619504576417569
chr22	9.746172711828542
chr3	4.629980350401628
chr4	5.772723642626563
chr5	30.54992022987768
chr6	4.29102193279281
chr7	6.489710027500944
chr8	3.0558341127742246
chr9	29029.311765242957
chrX	10.162673431364551
chrY	16.676882295267177
